index|query|topic|time_period|adjective
156|"Did Leonardo da Vinci's designs for automata, as outlined in his 1495 manuscript ""Codex Atlanticus"", incorporate principles that would later influence the development of Artificial Intelligence in the modern era, specifically in the realm of robotic engineering?"|artificial intelligence|renaissance|intriguing
157|What year did Google officially announce the achievement of quantum supremacy with its 53-qubit Sycamore processor, successfully performing a complex calculation in 200 seconds that would take the world's most powerful classical supercomputer approximately 10,000 years?|quantum computing|modern|significant
158|Did medieval manuscript illuminators, such as those of the Lindisfarne Gospels (created circa 710-720 AD), utilize any techniques that can be retrospectively likened to principles of immersion or perspective found in modern virtual reality (VR) technology?|virtual reality|medieval|interesting
159|What percentage of global businesses reported experiencing a ransomware attack in 2021, according to the Cyberedge Group's 2021 Cyberthreat Defense Report?|cybersecurity|contemporary|interesting
160|What 16th-century Italian physician and anatomist, often considered a pioneer in the field of biotechnology, conducted detailed studies on human digestion and described a process for producing antibiotics from mold, nearly 300 years before Fleming's discovery of penicillin?|biotechnology|renaissance|intriguing
161|During the Renaissance period, approximately how many years before the first theoretical foundations of quantum computing were laid by physicist Paul Dirac in 1926, was Leonardo da Vinci's most prolific year of note-taking on mechanical devices that could conceptually be seen as precursors to modern binary systems?|quantum computing|renaissance|interesting
162|Did any ancient civilization, prior to the 5th century AD, develop a network of interconnected devices or sensors that could be considered a primitive form of the Internet of Things (IoT), such as automated temple systems or hydraulic controls?|internet of things|ancient|significant
163|Did the 1838 invention of Sir Charles Wheatstone's Stereoscope, a device capable of displaying 3D images, have any documented influence on or application in industrial manufacturing processes during the Industrial Revolution in 19th century Britain?|virtual reality|industrial revolution|intriguing
164|How many notaries were typically required to witness and record a land transfer transaction in the Kingdom of England during the 14th century, a process whose inefficiencies blockchain technology might hypothetically alleviate if applied in a medieval setting?|blockchain|medieval|interesting
165|Did Leonardo da Vinci's designs for machines and anatomical studies, as seen in his codices, demonstrate concepts that, if developed with modern technology, would align with principles of Augmented Reality (AR) overlaying digital information onto the physical world?|augmented reality|renaissance|intriguing
166|Did the ancient Sumerians' use of clay tablets for recording transactions on the Babylonian Chronicle (circa 500 BCE) incorporate any conceptual or functional precursors to modern blockchain technology, such as decentralized data storage or chained verification?|blockchain|ancient|significant
167|How many ledger pages would a hypothetical blockchain network, utilizing the cryptographic techniques of Leon Battista Alberti's polyalphabetic cipher (circa 1467), approximately require to record all 4,375 known transactions of the Medici family's banking operations in Florence during the year 1494, assuming a fixed block size of 1 megabyte and an average transaction size of 250 bytes?|blockchain|renaissance|interesting
